,SO,dumb,SB,CS
176185,9,1.0,0,0
176186,11,1.0,0,0
176187,9,1.0,0,0
176188,12,1.0,0,0
176189,9,1.0,0,0
176190,8,1.0,0,1
176191,10,1.0,0,1
176192,7,1.0,0,0
176193,11,1.0,1,0
176194,8,1.0,1,0
176195,10,1.0,0,0
176196,8,1.0,0,1
176197,5,1.0,1,0
176198,7,1.0,0,0
176199,8,1.0,0,0
176200,7,1.0,0,0
176201,14,1.0,1,0
176202,6,1.0,1,0
176203,7,1.0,0,0
176204,11,1.0,1,0
176205,6,1.0,0,1
176206,4,1.0,1,0
176207,7,1.0,2,1
176208,11,1.0,0,0
176209,14,1.0,2,1
176210,17,1.0,0,0
176211,7,1.0,4,0
176212,5,1.0,0,0
176213,16,1.0,0,0
176214,12,1.0,1,0
176215,12,1.0,0,0
176216,9,1.0,1,0
176217,4,1.0,2,0
176218,4,1.0,0,0
176219,14,1.0,1,0
176220,14,1.0,0,0
176221,6,1.0,1,0
176222,13,1.0,0,0
176223,8,1.0,1,0
176224,7,1.0,0,0
176225,8,1.0,0,0
176226,5,1.0,0,0
176227,4,1.0,0,0
176228,6,1.0,0,0
176229,10,1.0,1,0
176230,7,1.0,0,0
176231,13,1.0,0,0
176232,10,1.0,0,0
176233,14,1.0,1,0
176234,5,1.0,2,0
176235,8,1.0,0,2
176236,5,1.0,0,0
176237,10,1.0,0,0
176238,8,1.0,0,1
176239,11,1.0,0,1
176240,4,1.0,2,0
176241,4,1.0,0,0
176242,5,1.0,2,0
176243,11,1.0,0,1
176244,12,1.0,1,0
176245,7,1.0,1,0
176246,6,1.0,0,0
176247,8,1.0,0,1
176248,8,1.0,1,0
176249,5,1.0,0,1
176250,10,1.0,0,0
176251,5,1.0,0,0
176252,5,1.0,1,0
176253,11,1.0,0,0
176254,5,1.0,1,0
176255,11,1.0,0,0
176256,8,1.0,1,0
176257,10,1.0,0,0
176258,10,1.0,2,0
176259,12,1.0,0,0
176260,8,1.0,1,2
176261,7,1.0,2,0
176262,9,1.0,0,0
176263,8,1.0,0,0
176264,8,1.0,0,1
176265,3,1.0,1,0
176266,11,1.0,0,0
176267,11,1.0,0,0
176268,5,1.0,1,0
176269,11,1.0,0,0
176270,6,1.0,0,0
176271,3,1.0,0,0
176272,4,1.0,0,1
176273,1,1.0,0,0
176274,10,1.0,0,0
176275,7,1.0,0,1
176276,7,1.0,0,0
176277,7,1.0,0,0
176278,11,1.0,2,0
176279,10,1.0,0,0
176280,6,1.0,0,0
176281,5,1.0,0,0
176282,7,1.0,2,0
176283,6,1.0,0,0
176284,9,1.0,0,0
176285,6,1.0,0,0
176286,6,1.0,1,0
176287,9,1.0,0,0
176288,9,1.0,1,0
176289,7,1.0,0,0
176290,5,1.0,1,0
176291,13,1.0,2,0
176292,9,1.0,2,1
176293,5,1.0,1,0
176294,11,1.0,6,0
176295,14,1.0,0,0
176296,9,1.0,2,0
176297,12,1.0,0,0
176298,15,1.0,0,0
176299,6,1.0,0,0
176300,9,1.0,0,0
176301,5,1.0,0,0
176302,7,1.0,0,1
176303,7,1.0,2,0
176304,8,1.0,0,0
176305,11,1.0,0,0
176306,7,1.0,1,0
176307,14,1.0,1,0
176308,7,1.0,0,0
176309,9,1.0,1,0
176310,7,1.0,0,0
176311,8,1.0,0,1
176312,10,1.0,2,0
176313,11,1.0,1,0
176314,9,1.0,0,0
176315,4,1.0,0,0
176316,9,1.0,0,0
176317,5,1.0,0,0
176318,9,1.0,1,0
176319,6,1.0,1,1
176320,11,1.0,0,0
176321,10,1.0,2,0
176322,9,1.0,0,0
176323,5,1.0,0,0
176324,9,1.0,4,0
176325,8,1.0,0,0
176326,12,1.0,1,0
176327,4,1.0,0,0
176328,11,1.0,1,1
176329,10,1.0,2,1
176330,12,1.0,1,1
176331,8,1.0,0,0
176332,7,1.0,1,0
176333,14,1.0,0,1
176334,10,1.0,0,0
176335,5,1.0,0,0
176336,5,1.0,2,0
176337,8,1.0,0,0
176338,5,1.0,0,0
176339,8,1.0,1,0
176340,12,1.0,1,0
176341,6,1.0,0,0
176342,9,1.0,0,0
176343,6,1.0,0,0
176344,7,1.0,1,0
176345,7,1.0,0,1
176346,7,1.0,2,1
176347,7,1.0,0,0
176348,16,1.0,3,0
176349,4,1.0,0,0
176350,5,1.0,0,0
176351,9,1.0,0,0
176352,8,1.0,1,0
176353,5,1.0,2,0
176354,9,1.0,1,1
176355,5,1.0,1,0
176356,7,1.0,1,1
176357,13,1.0,2,0
176358,7,1.0,0,0
176359,6,1.0,0,0
176360,8,1.0,2,1
176361,6,1.0,1,0
176362,4,1.0,0,0
176363,12,1.0,0,0
176364,13,1.0,0,1
176365,9,1.0,0,0
176366,11,1.0,0,0
176367,10,1.0,0,0
176368,11,1.0,0,0
176369,9,1.0,1,0
176370,4,1.0,1,0
176371,9,1.0,0,0
176372,6,1.0,1,1
176373,5,1.0,0,0
176374,9,1.0,0,0
176375,10,1.0,1,1
176376,14,1.0,1,0
176377,6,1.0,0,0
176378,8,1.0,0,0
176379,11,1.0,0,0
176380,13,1.0,1,0
176381,7,1.0,0,0
176382,13,1.0,0,1
176383,10,1.0,0,0
176384,10,1.0,0,1
176385,5,1.0,0,0
176386,6,1.0,0,0
176387,7,1.0,0,0
176388,12,1.0,4,0
176389,11,1.0,0,0
176390,15,1.0,0,0
176391,11,1.0,1,0
176392,7,1.0,0,0
176393,4,1.0,0,1
176394,7,1.0,0,0
176395,13,1.0,0,0
176396,10,1.0,0,0
176397,5,1.0,0,0
176398,14,1.0,0,0
176399,6,1.0,2,0
176400,13,1.0,0,0
176401,7,1.0,1,1
176402,8,1.0,0,0
176403,2,1.0,0,1
176404,6,1.0,0,0
176405,7,1.0,0,0
176406,7,1.0,0,0
176407,4,1.0,0,0
176408,16,1.0,0,0
176409,10,1.0,0,0
176410,3,1.0,0,1
176411,8,1.0,1,0
176412,7,1.0,0,0
176413,8,1.0,0,0
176414,16,1.0,0,0
176415,6,1.0,0,1
176416,8,1.0,0,0
176417,10,1.0,0,0
176418,7,1.0,1,1
176419,8,1.0,2,0
176420,2,1.0,3,0
176421,8,1.0,0,1
176422,5,1.0,0,1
176423,8,1.0,0,0
176424,7,1.0,0,1
176425,6,1.0,0,1
176426,11,1.0,0,0
176427,10,1.0,0,0
176428,7,1.0,0,1
176429,8,1.0,3,1
176430,8,1.0,4,0
176431,9,1.0,0,0
176432,11,1.0,0,0
176433,9,1.0,2,0
176434,8,1.0,1,0
176435,8,1.0,0,0
176436,9,1.0,0,0
176437,11,1.0,1,0
176438,6,1.0,1,0
176439,8,1.0,0,0
176440,10,1.0,0,0
176441,8,1.0,1,0
176442,8,1.0,1,0
176443,11,1.0,1,0
176444,16,1.0,1,0
176445,8,1.0,0,0
176446,10,1.0,0,1
176447,5,1.0,0,0
176448,11,1.0,0,0
176449,9,1.0,1,0
176450,5,1.0,0,0
176451,11,1.0,0,0
176452,9,1.0,0,0
176453,9,1.0,0,0
176454,12,1.0,0,0
176455,8,1.0,0,0
176456,12,1.0,2,0
176457,8,1.0,1,0
176458,12,1.0,0,0
176459,9,1.0,0,0
176460,4,1.0,0,0
176461,13,1.0,1,0
176462,6,1.0,0,0
176463,2,1.0,1,0
176464,10,1.0,0,0
176465,17,1.0,1,0
176466,8,1.0,1,0
176467,10,1.0,0,0
176468,10,1.0,0,0
176469,12,1.0,0,0
176470,6,1.0,2,0
176471,6,1.0,0,1
176472,7,1.0,0,0
176473,4,1.0,1,0
176474,16,1.0,0,0
176475,12,1.0,1,0
176476,13,1.0,2,0
176477,11,1.0,1,0
176478,10,1.0,3,0
176479,1,1.0,0,0
176480,8,1.0,1,0
176481,5,1.0,1,0
176482,6,1.0,0,1
176483,9,1.0,0,0
176484,5,1.0,0,0
176485,11,1.0,0,0
176486,14,1.0,1,0
176487,9,1.0,0,0
176488,14,1.0,2,0
176489,8,1.0,0,0
176490,9,1.0,0,1
176491,13,1.0,1,0
176492,20,1.0,0,0
176493,10,1.0,3,0
176494,8,1.0,1,1
176495,17,1.0,0,1
176496,12,1.0,0,1
176497,2,1.0,0,0
176498,5,1.0,1,0
176499,7,1.0,1,0
176500,9,1.0,1,0
176501,5,1.0,1,0
176502,13,1.0,1,0
176503,8,1.0,0,0
176504,9,1.0,0,0
176505,7,1.0,0,0
176506,9,1.0,2,0
176507,12,1.0,0,1
176508,12,1.0,0,0
176509,8,1.0,2,0
176510,13,1.0,0,1
176511,8,1.0,1,0
176512,6,1.0,0,0
176513,6,1.0,1,0
176514,12,1.0,1,0
176515,3,1.0,1,1
176516,11,1.0,0,1
176517,6,1.0,1,0
176518,12,1.0,0,0
176519,8,1.0,0,1
176520,9,1.0,0,0
176521,7,1.0,2,0
176522,9,1.0,1,0
176523,13,1.0,0,0
176524,11,1.0,0,1
176525,15,1.0,0,0
176526,8,1.0,0,0
176527,6,1.0,0,0
176528,4,1.0,1,0
176529,4,1.0,4,0
176530,5,1.0,0,0
176531,9,1.0,1,0
176532,14,1.0,1,0
176533,8,1.0,1,0
176534,14,1.0,0,0
176535,8,1.0,0,0
176536,9,1.0,0,0
176537,8,1.0,0,0
176538,13,1.0,2,0
176539,9,1.0,0,0
176540,8,1.0,0,0
176541,9,1.0,0,0
176542,11,1.0,1,0
176543,6,1.0,0,1
176544,9,1.0,0,0
176545,11,1.0,1,0
176546,8,1.0,0,0
176547,8,1.0,0,0
176548,5,1.0,0,0
176549,2,1.0,0,0
176550,5,1.0,0,0
176551,8,1.0,0,0
176552,5,1.0,3,1
176553,10,1.0,2,0
176554,7,1.0,0,1
176555,6,1.0,1,0
176556,8,1.0,1,0
176557,9,1.0,0,0
176558,11,1.0,0,0
176559,8,1.0,1,0
176560,6,1.0,0,0
176561,12,1.0,0,0
176562,9,1.0,0,0
176563,11,1.0,0,0
176564,7,1.0,1,0
176565,7,1.0,1,1
176566,7,1.0,0,1
176567,6,1.0,1,0
176568,9,1.0,0,0
176569,9,1.0,0,0
176570,7,1.0,2,0
176571,7,1.0,0,0
176572,15,1.0,0,0
176573,13,1.0,0,0
176574,4,1.0,1,0
176575,4,1.0,0,0
176576,8,1.0,0,0
176577,11,1.0,2,0
176578,13,1.0,0,0
176579,7,1.0,0,0
176580,6,1.0,0,0
176581,8,1.0,1,0
176582,5,1.0,2,0
176583,14,1.0,0,0
176584,7,1.0,0,0
176585,7,1.0,1,0
176586,11,1.0,0,0
176587,13,1.0,0,0
176588,7,1.0,0,0
176589,8,1.0,0,0
176590,3,1.0,1,0
176591,10,1.0,1,0
176592,13,1.0,0,0
176593,7,1.0,0,1
176594,10,1.0,0,0
176595,14,1.0,1,0
176596,10,1.0,0,0
176597,5,1.0,0,0
176598,12,1.0,1,1
176599,14,1.0,0,0
176600,9,1.0,0,0
176601,12,1.0,0,0
176602,11,1.0,2,0
176603,10,1.0,2,1
176604,5,1.0,0,0
176605,11,1.0,1,0
176606,11,1.0,0,0
176607,5,1.0,0,0
176608,5,1.0,0,0
176609,7,1.0,0,0
176610,7,1.0,0,0
176611,6,1.0,1,0
176612,11,1.0,0,0
176613,6,1.0,1,0
176614,8,1.0,2,0
176615,5,1.0,0,0
176616,10,1.0,0,0
176617,8,1.0,1,0
176618,10,1.0,0,0
176619,8,1.0,1,1
176620,10,1.0,0,0
176621,16,1.0,0,0
176622,9,1.0,4,0
176623,12,1.0,0,0
176624,7,1.0,0,0
176625,8,1.0,0,0
176626,8,1.0,0,0
176627,7,1.0,0,0
176628,10,1.0,0,0
176629,4,1.0,1,0
176630,12,1.0,0,0
176631,9,1.0,0,0
176632,9,1.0,1,1
176633,6,1.0,5,0
176634,6,1.0,0,0
176635,8,1.0,3,1
176636,12,1.0,2,0
176637,8,1.0,0,0
176638,11,1.0,0,0
176639,5,1.0,0,1
176640,7,1.0,0,0
176641,12,1.0,0,0
176642,12,1.0,0,1
176643,9,1.0,1,0
176644,6,1.0,0,0
176645,3,1.0,0,0
176646,10,1.0,1,0
176647,4,1.0,0,1
176648,4,1.0,4,0
176649,9,1.0,3,0
176650,8,1.0,0,0
176651,7,1.0,1,0
176652,4,1.0,0,0
176653,10,1.0,0,0
176654,7,1.0,0,1
176655,11,1.0,0,0
176656,10,1.0,0,0
176657,6,1.0,0,0
176658,12,1.0,0,0
176659,8,1.0,0,0
176660,11,1.0,0,0
176661,8,1.0,0,0
176662,11,1.0,0,0
176663,8,1.0,0,0
176664,7,1.0,2,1
176665,9,1.0,0,0
176666,7,1.0,1,0
176667,3,1.0,0,0
176668,8,1.0,0,0
176669,4,1.0,0,0
176670,9,1.0,0,0
176671,4,1.0,0,0
176672,12,1.0,0,0
176673,12,1.0,0,1
176674,6,1.0,0,1
176675,8,1.0,1,0
176676,6,1.0,0,1
176677,12,1.0,0,0
176678,5,1.0,0,1
176679,5,1.0,0,0
176680,7,1.0,0,0
176681,10,1.0,3,0
176682,10,1.0,0,0
176683,8,1.0,0,0
176684,7,1.0,0,0
176685,11,1.0,0,0
176686,7,1.0,0,0
176687,7,1.0,0,0
176688,4,1.0,4,0
176689,6,1.0,0,0
176690,17,1.0,1,1
176691,12,1.0,1,1
176692,15,1.0,3,1
176693,6,1.0,0,0
176694,9,1.0,0,1
176695,15,1.0,0,0
176696,7,1.0,0,0
176697,5,1.0,0,1
176698,6,1.0,0,1
176699,6,1.0,1,0
176700,7,1.0,1,0
176701,14,1.0,0,0
176702,5,1.0,0,0
176703,4,1.0,2,0
176704,4,1.0,0,0
176705,10,1.0,0,0
176706,8,1.0,0,0
176707,10,1.0,0,0
176708,8,1.0,3,0
176709,12,1.0,0,0
176710,7,1.0,0,0
176711,7,1.0,0,0
176712,8,1.0,1,0
176713,6,1.0,0,0
176714,7,1.0,0,0
176715,4,1.0,0,0
176716,14,1.0,1,1
176717,7,1.0,0,0
176718,6,1.0,0,1
176719,5,1.0,0,0
176720,8,1.0,1,0
176721,13,1.0,0,0
176722,10,1.0,0,0
176723,8,1.0,0,0
176724,10,1.0,1,1
176725,13,1.0,2,1
176726,11,1.0,0,0
176727,10,1.0,0,0
176728,10,1.0,0,0
176729,7,1.0,0,0
176730,8,1.0,0,0
176731,11,1.0,1,0
176732,6,1.0,0,0
176733,8,1.0,1,0
176734,8,1.0,2,0
176735,7,1.0,0,0
176736,13,1.0,2,0
176737,10,1.0,2,1
176738,8,1.0,1,0
176739,5,1.0,0,0
176740,10,1.0,0,0
176741,5,1.0,1,0
176742,14,1.0,0,0
176743,8,1.0,0,0
176744,12,1.0,1,0
176745,7,1.0,1,0
176746,13,1.0,0,0
176747,7,1.0,0,0
176748,10,1.0,1,0
176749,11,1.0,1,0
176750,14,1.0,1,0
176751,11,1.0,0,0
176752,18,1.0,0,0
176753,8,1.0,0,0
176754,6,1.0,0,0
176755,8,1.0,0,0
176756,13,1.0,0,0
176757,9,1.0,2,0
176758,11,1.0,0,0
176759,13,1.0,0,0
176760,6,1.0,0,0
176761,3,1.0,1,1
176762,11,1.0,2,0
176763,10,1.0,0,0
176764,12,1.0,0,0
176765,4,1.0,0,0
176766,13,1.0,1,1
176767,14,1.0,0,0
176768,7,1.0,0,2
176769,8,1.0,0,0
176770,13,1.0,4,0
176771,9,1.0,1,0
176772,10,1.0,0,0
176773,10,1.0,1,0
176774,7,1.0,0,1
176775,4,1.0,0,0
176776,8,1.0,0,0
176777,7,1.0,0,0
176778,7,1.0,0,1
176779,9,1.0,0,0
176780,14,1.0,1,0
176781,5,1.0,0,1
176782,9,1.0,2,0
176783,10,1.0,0,0
176784,12,1.0,0,0
176785,7,1.0,0,0
176786,10,1.0,0,0
176787,9,1.0,0,0
176788,8,1.0,0,0
176789,5,1.0,0,0
176790,9,1.0,3,0
176791,7,1.0,0,0
176792,3,1.0,0,0
176793,5,1.0,0,0
176794,6,1.0,0,0
176795,12,1.0,3,0
176796,12,1.0,1,0
176797,12,1.0,2,1
176798,8,1.0,0,0
176799,12,1.0,0,0
176800,7,1.0,0,0
176801,4,1.0,0,0
176802,6,1.0,0,0
176803,8,1.0,0,0
176804,10,1.0,0,0
176805,8,1.0,2,0
176806,10,1.0,1,0
176807,15,1.0,1,0
176808,8,1.0,2,0
176809,5,1.0,0,0
176810,10,1.0,1,0
176811,5,1.0,0,1
176812,8,1.0,6,0
176813,11,1.0,0,2
176814,16,1.0,0,0
176815,8,1.0,0,0
176816,9,1.0,0,0
176817,11,1.0,0,0
176818,10,1.0,2,0
176819,11,1.0,0,0
176820,8,1.0,0,0
176821,5,1.0,0,0
176822,11,1.0,2,0
176823,13,1.0,1,0
176824,6,1.0,0,1
176825,12,1.0,1,0
176826,9,1.0,0,0
176827,6,1.0,1,0
176828,8,1.0,0,0
176829,8,1.0,0,0
176830,7,1.0,0,0
176831,8,1.0,0,0
176832,7,1.0,1,0
176833,10,1.0,1,1
176834,9,1.0,1,0
176835,16,1.0,0,0
176836,7,1.0,1,0
176837,9,1.0,0,0
176838,6,1.0,1,0
176839,8,1.0,2,0
176840,6,1.0,0,0
176841,5,1.0,0,0
176842,10,1.0,3,0
176843,9,1.0,0,0
176844,3,1.0,0,0
176845,4,1.0,0,0
176846,10,1.0,0,0
176847,4,1.0,0,0
176848,5,1.0,1,1
176849,13,1.0,0,0
176850,9,1.0,1,0
176851,6,1.0,0,0
176852,12,1.0,0,1
176853,5,1.0,1,0
176854,14,1.0,0,0
176855,5,1.0,0,1
176856,11,1.0,0,0
176857,9,1.0,2,0
176858,7,1.0,0,0
176859,8,1.0,0,0
176860,9,1.0,0,0
176861,10,1.0,0,0
176862,12,1.0,0,0
176863,7,1.0,0,0
176864,13,1.0,0,0
176865,15,1.0,1,0
176866,11,1.0,0,0
176867,12,1.0,1,1
176868,8,1.0,1,0
176869,8,1.0,0,0
176870,2,1.0,4,0
176871,9,1.0,0,0
176872,9,1.0,2,0
176873,5,1.0,0,0
176874,4,1.0,1,0
176875,9,1.0,0,1
176876,7,1.0,0,0
176877,6,1.0,0,0
176878,9,1.0,0,0
176879,9,1.0,2,0
176880,9,1.0,0,0
176881,6,1.0,1,1
176882,10,1.0,0,0
176883,5,1.0,0,0
176884,6,1.0,0,0
176885,11,1.0,0,0
176886,5,1.0,1,1
176887,14,1.0,0,0
176888,7,1.0,1,0
176889,8,1.0,1,1
176890,9,1.0,2,0
176891,10,1.0,1,1
176892,11,1.0,1,0
176893,6,1.0,0,0
176894,14,1.0,0,0
176895,7,1.0,1,0
176896,11,1.0,1,0
176897,6,1.0,0,0
176898,12,1.0,0,0
176899,2,1.0,1,0
176900,10,1.0,0,0
176901,10,1.0,1,0
176902,7,1.0,0,2
176903,5,1.0,1,0
176904,8,1.0,0,0
176905,10,1.0,0,0
176906,8,1.0,0,0
176907,7,1.0,1,0
176908,8,1.0,2,1
176909,7,1.0,1,0
176910,8,1.0,0,1
176911,12,1.0,0,0
176912,9,1.0,0,1
176913,7,1.0,0,0
176914,11,1.0,2,1
176915,11,1.0,1,0
176916,4,1.0,1,0
176917,9,1.0,0,0
176918,12,1.0,2,0
176919,9,1.0,0,0
176920,11,1.0,0,0
176921,8,1.0,0,0
176922,9,1.0,1,0
176923,14,1.0,1,0
176924,10,1.0,1,0
176925,9,1.0,3,0
176926,7,1.0,2,1
176927,9,1.0,0,0
176928,17,1.0,0,0
176929,8,1.0,0,0
176930,8,1.0,0,0
176931,6,1.0,0,0
176932,11,1.0,0,0
176933,11,1.0,1,0
176934,4,1.0,0,0
176935,6,1.0,0,0
176936,7,1.0,0,0
176937,8,1.0,1,0
176938,10,1.0,0,0
176939,5,1.0,2,0
176940,16,1.0,0,0
176941,4,1.0,0,0
176942,8,1.0,0,0
176943,10,1.0,1,0
176944,9,1.0,0,0
176945,10,1.0,0,1
176946,9,1.0,0,0
176947,13,1.0,0,0
176948,6,1.0,2,0
176949,8,1.0,1,0
176950,12,1.0,0,0
176951,11,1.0,1,1
176952,10,1.0,1,1
176953,10,1.0,0,0
176954,17,1.0,0,0
176955,9,1.0,0,0
176956,11,1.0,0,0
176957,5,1.0,1,0
176958,11,1.0,0,0
176959,11,1.0,1,2
176960,7,1.0,0,0
176961,9,1.0,0,0
176962,5,1.0,1,0
176963,5,1.0,0,0
176964,8,1.0,2,0
176965,12,1.0,0,0
176966,11,1.0,0,1
176967,6,1.0,0,1
176968,9,1.0,1,0
176969,8,1.0,0,0
176970,8,1.0,0,0
176971,7,1.0,0,0
176972,11,1.0,0,0
176973,6,1.0,0,0
176974,12,1.0,0,0
176975,6,1.0,0,0
176976,15,1.0,0,0
176977,7,1.0,0,0
176978,4,1.0,0,0
176979,8,1.0,1,0
176980,10,1.0,1,0
176981,6,1.0,0,0
176982,9,1.0,0,0
176983,7,1.0,0,1
176984,12,1.0,0,0
176985,5,1.0,0,0
176986,11,1.0,2,0
176987,15,1.0,0,1
176988,8,1.0,0,0
176989,12,1.0,0,0
176990,5,1.0,1,0
176991,12,1.0,0,0
176992,17,1.0,1,0
176993,10,1.0,0,0
176994,11,1.0,0,1
176995,8,1.0,1,0
176996,7,1.0,2,0
176997,5,1.0,0,0
176998,8,1.0,5,0
176999,9,1.0,0,0
177000,9,1.0,0,0
177001,13,1.0,1,0
177002,9,1.0,0,0
177003,11,1.0,0,0
177004,16,1.0,1,0
177005,16,1.0,2,0
177006,8,1.0,1,0
177007,12,1.0,1,0
177008,9,1.0,0,0
177009,5,1.0,1,0
177010,6,1.0,0,0
177011,7,1.0,0,0
177012,13,1.0,1,0
177013,8,1.0,1,0
177014,5,1.0,0,0
177015,9,1.0,0,1
177016,8,1.0,1,1
177017,5,1.0,0,0
177018,8,1.0,1,0
177019,5,1.0,0,0
177020,11,1.0,2,0
177021,8,1.0,2,1
177022,4,1.0,3,0
177023,13,1.0,1,0
177024,13,1.0,1,0
177025,10,1.0,0,0
177026,12,1.0,0,0
177027,8,1.0,1,0
177028,10,1.0,0,0
177029,7,1.0,0,1
177030,5,1.0,1,0
177031,12,1.0,0,0
177032,6,1.0,0,0
177033,4,1.0,0,0
177034,8,1.0,0,0
177035,8,1.0,1,0
177036,8,1.0,0,0
177037,11,1.0,0,0
177038,11,1.0,5,0
177039,8,1.0,0,0
177040,12,1.0,2,0
177041,8,1.0,1,0
177042,8,1.0,0,0
177043,5,1.0,0,0
177044,13,1.0,2,0
177045,9,1.0,1,0
177046,7,1.0,0,0
177047,5,1.0,0,0
177048,9,1.0,1,0
177049,6,1.0,1,1
177050,10,1.0,0,0
177051,15,1.0,0,0
177052,7,1.0,1,0
177053,12,1.0,0,0
177054,10,1.0,0,0
177055,8,1.0,1,1
177056,7,1.0,1,0
177057,6,1.0,0,0
177058,6,1.0,4,0
177059,11,1.0,1,0
177060,7,1.0,1,0
177061,12,1.0,0,0
177062,10,1.0,0,0
177063,5,1.0,1,1
177064,6,1.0,1,0
177065,3,1.0,1,0
177066,6,1.0,0,0
177067,4,1.0,0,1
177068,10,1.0,0,0
177069,7,1.0,1,0
177070,7,1.0,1,0
177071,12,1.0,2,0
177072,9,1.0,0,0
177073,9,1.0,0,0
177074,12,1.0,0,0
177075,6,1.0,2,1
177076,6,1.0,0,0
177077,9,1.0,0,0
177078,6,1.0,1,1
177079,11,1.0,1,1
177080,14,1.0,0,0
177081,4,1.0,2,0
177082,8,1.0,0,0
177083,6,1.0,0,1
177084,8,1.0,0,0
177085,6,1.0,0,0
177086,12,1.0,0,0
177087,11,1.0,0,0
177088,3,1.0,0,0
177089,11,1.0,0,0
177090,9,1.0,0,0
177091,6,1.0,2,0
177092,8,1.0,0,0
177093,6,1.0,0,0
177094,9,1.0,0,1
177095,6,1.0,0,0
177096,5,1.0,1,0
177097,8,1.0,0,0
177098,10,1.0,0,0
177099,10,1.0,0,0
177100,9,1.0,1,0
177101,5,1.0,0,0
177102,11,1.0,0,1
177103,4,1.0,0,0
177104,8,1.0,1,0
177105,11,1.0,2,0
177106,7,1.0,0,0
177107,7,1.0,1,0
177108,8,1.0,3,0
177109,9,1.0,0,0
177110,11,1.0,0,0
177111,8,1.0,2,0
177112,12,1.0,1,0
177113,7,1.0,0,0
177114,7,1.0,2,0
177115,10,1.0,0,1
177116,7,1.0,0,0
177117,9,1.0,0,1
177118,5,1.0,0,0
177119,12,1.0,1,0
177120,3,1.0,0,0
177121,3,1.0,1,0
177122,5,1.0,5,1
177123,6,1.0,0,0
177124,12,1.0,1,0
177125,6,1.0,0,0
177126,7,1.0,1,1
177127,6,1.0,0,0
177128,9,1.0,2,0
177129,5,1.0,0,0
177130,11,1.0,0,1
177131,6,1.0,0,0
177132,7,1.0,2,0
177133,7,1.0,0,0
177134,12,1.0,1,0
177135,9,1.0,0,0
177136,10,1.0,0,0
177137,10,1.0,1,0
177138,8,1.0,0,0
177139,9,1.0,0,0
177140,6,1.0,0,0
177141,8,1.0,0,0
177142,12,1.0,1,1
177143,10,1.0,1,2
177144,5,1.0,2,0
177145,10,1.0,1,1
177146,8,1.0,1,0
177147,7,1.0,0,0
177148,6,1.0,1,1
177149,7,1.0,1,1
177150,5,1.0,2,0
177151,8,1.0,1,0
177152,13,1.0,0,0
177153,7,1.0,0,0
177154,9,1.0,4,0
177155,4,1.0,0,0
177156,6,1.0,0,0
177157,7,1.0,0,0
177158,12,1.0,0,0
177159,8,1.0,3,1
177160,8,1.0,2,1
177161,7,1.0,3,0
177162,11,1.0,0,0
177163,10,1.0,0,0
177164,15,1.0,0,1
177165,9,1.0,0,0
177166,8,1.0,0,0
177167,8,1.0,0,0
177168,12,1.0,0,0
177169,7,1.0,1,0
177170,8,1.0,0,1
177171,9,1.0,0,0
177172,9,1.0,0,0
177173,10,1.0,2,0
177174,3,1.0,1,0
177175,9,1.0,0,0
177176,12,1.0,0,0
177177,12,1.0,0,0
177178,10,1.0,0,0
177179,5,1.0,1,0
177180,11,1.0,3,0
177181,9,1.0,2,0
177182,11,1.0,0,0
177183,9,1.0,1,0
177184,4,1.0,1,1
177185,8,1.0,0,0
177186,8,1.0,0,1
177187,6,1.0,0,1
177188,7,1.0,0,0
177189,11,1.0,2,0
177190,10,1.0,0,1
177191,9,1.0,1,0
177192,7,1.0,2,0
177193,8,1.0,0,1
177194,7,1.0,1,0
177195,8,1.0,0,0
177196,7,1.0,0,1
177197,6,1.0,1,0
177198,9,1.0,2,1
177199,10,1.0,2,0
177200,9,1.0,1,0
177201,13,1.0,1,0
177202,16,1.0,0,0
177203,12,1.0,0,0
177204,9,1.0,1,0
177205,6,1.0,0,0
177206,9,1.0,0,0
177207,6,1.0,2,0
177208,11,1.0,1,0
177209,15,1.0,0,0
177210,6,1.0,0,0
177211,9,1.0,2,1
177212,10,1.0,0,0
177213,6,1.0,0,0
177214,9,1.0,0,0
177215,11,1.0,0,0
177216,7,1.0,0,0
177217,8,1.0,0,0
177218,5,1.0,0,0
177219,15,1.0,1,0
177220,6,1.0,3,0
177221,6,1.0,3,0
177222,10,1.0,0,0
177223,11,1.0,0,0
177224,10,1.0,0,1
177225,8,1.0,1,0
177226,7,1.0,0,1
177227,8,1.0,1,0
177228,7,1.0,1,0
177229,8,1.0,2,0
177230,3,1.0,0,0
177231,10,1.0,0,0
177232,17,1.0,0,0
177233,6,1.0,0,0
177234,10,1.0,0,0
177235,1,1.0,0,0
177236,4,1.0,0,0
177237,10,1.0,5,0
177238,8,1.0,0,0
177239,9,1.0,1,0
177240,10,1.0,1,0
177241,9,1.0,0,0
177242,6,1.0,0,0
177243,4,1.0,0,0
177244,11,1.0,0,0
177245,10,1.0,0,0
177246,7,1.0,5,0
177247,12,1.0,1,0
177248,12,1.0,1,1
177249,9,1.0,1,0
177250,9,1.0,1,0
177251,8,1.0,1,0
177252,10,1.0,0,0
177253,11,1.0,1,0
177254,10,1.0,2,0
177255,14,1.0,0,0
177256,10,1.0,0,0
177257,11,1.0,1,0
177258,13,1.0,3,0
177259,11,1.0,2,0
